id_paper,id_data,species,order,sex,genital/non-genital,organ/structure,morphological_measurement,environmental_condition,plasticity/robustness,author,title,year,journal,doi
4,1,Onthophagus taurus,Coleoptera,male,genital,aedeagus ,size,diet,robustness,Hu; Yonggang and Crabtree; Jordan R. and Macagno; Anna L. M. and Moczek; Armin P.,Histone deacetylases regulate organ-specific growth in a horned beetle,2024,EvoDevo,10.1186/s13227-024-00223-5
10,2,Gryllus lineaticeps,Orthoptera,female,non-genital,ovary ,mass,social environment,plasticity,Stahlschmidt; Zachary R. and Bui; Daniel and Chen; Jessica and Zhao; William,Availability of mates and food influence the plasticity in strategies mediating life-history tradeoffs in an insect,2024,OIKOS,10.1111/oik.10337
10,3,Gryllus lineaticeps,Orthoptera,female,non-genital,ovary ,mass,diet,plasticity,Stahlschmidt; Zachary R. and Bui; Daniel and Chen; Jessica and Zhao; William,Availability of mates and food influence the plasticity in strategies mediating life-history tradeoffs in an insect,2024,OIKOS,10.1111/oik.10337
11,4,Apis mellifera,Hymenoptera,female,non-genital,ovary ,size,caste,plasticity,Roth; Annika and Vleurinck; Christina and Netschitailo; Oksana and Bauer; Vivien and Otte; Marianne and Kaftanoglu; Osman and Page; Robert E. and Beye; Martin,A genetic switch for worker nutrition-mediated traits in honeybees,2019,PLOS BIOLOGY,10.1371/journal.pbio.3000171
12,5,Drosophila melanogaster,Diptera,male,non-genital,testicle,size,social environment,plasticity,Morimoto; Juliano and Barcellos; Renan and Schoborg; Todd A. and Nogueira; Liebert Parreiras and Colaco; Marcos Vinicius,Assessing Anatomical Changes in Male Reproductive Organs in Response to Larval Crowding Using Micro-computed Tomography Imaging,2022,NEOTROPICAL ENTOMOLOGY,10.1007/s13744-022-00976-5
12,6,Drosophila melanogaster,Diptera,male,genital,ejaculatory duct,size,social environment,plasticity,Morimoto; Juliano and Barcellos; Renan and Schoborg; Todd A. and Nogueira; Liebert Parreiras and Colaco; Marcos Vinicius,Assessing Anatomical Changes in Male Reproductive Organs in Response to Larval Crowding Using Micro-computed Tomography Imaging,2022,NEOTROPICAL ENTOMOLOGY,10.1007/s13744-022-00976-5
12,7,Drosophila melanogaster,Diptera,male,non-genital,accessory gland,size,social environment,plasticity,Morimoto; Juliano and Barcellos; Renan and Schoborg; Todd A. and Nogueira; Liebert Parreiras and Colaco; Marcos Vinicius,Assessing Anatomical Changes in Male Reproductive Organs in Response to Larval Crowding Using Micro-computed Tomography Imaging,2022,NEOTROPICAL ENTOMOLOGY,10.1007/s13744-022-00976-5
13,8,Drosophila suzukii,Diptera,male,non-genital,testicle,size,temperature,plasticity,Faria; Flavio Silva and Areal; Mariana and Bitner-Mathe; Blanche Christine,Thermal Stress and Adult Fitness in a <i>Drosophila suzukii</i> Neotropical Propagule,2023,NEOTROPICAL ENTOMOLOGY,10.1007/s13744-023-01075-9
13,9,Drosophila suzukii,Diptera,male,non-genital,accessory gland,size,temperature,robustness,Faria; Flavio Silva and Areal; Mariana and Bitner-Mathe; Blanche Christine,Thermal Stress and Adult Fitness in a <i>Drosophila suzukii</i> Neotropical Propagule,2023,NEOTROPICAL ENTOMOLOGY,10.1007/s13744-023-01075-9
15,10,Piezodorus guildinii,Hemiptera,female,non-genital,ovary ,developmental rate,seasonality,plasticity,Zerbino; Maria S. and Altier; Nora A. and Panizzi; Antonio R.,Seasonal occurrence of <i>Piezodorus guildinii</i> on different plants including morphological and physiological changes,2015,JOURNAL OF PEST SCIENCE,10.1007/s10340-014-0630-2
15,11,Piezodorus guildinii,Hemiptera,male,non-genital,testicle,developmental rate,seasonality,plasticity,Zerbino; Maria S. and Altier; Nora A. and Panizzi; Antonio R.,Seasonal occurrence of <i>Piezodorus guildinii</i> on different plants including morphological and physiological changes,2015,JOURNAL OF PEST SCIENCE,10.1007/s10340-014-0630-2
16,12,Acheta domesticus,Orthoptera,male,non-genital,testicle,mass,social environment,robustness,Pessman; Brandi J. and Rae; Rosaria J. and Wagner; Veronica and Mitra; Chandreyee,House cricket males reared at different perceived acoustic population densities differ in adult behaviour but not physiology,2024,ECOLOGICAL ENTOMOLOGY,10.1111/een.13354
16,13,Acheta domesticus,Orthoptera,male,non-genital,accessory gland,mass,social environment,robustness,Pessman; Brandi J. and Rae; Rosaria J. and Wagner; Veronica and Mitra; Chandreyee,House cricket males reared at different perceived acoustic population densities differ in adult behaviour but not physiology,2024,ECOLOGICAL ENTOMOLOGY,10.1111/een.13354
23,14,Onthophagus taurus,Coleoptera,male,genital,aedeagus ,size,trade-off with other traits,robustness,House; C. M. and Simmons; L. W.,The genetics of primary and secondary sexual character trade-offs in a horned beetle,2012,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/j.1420-9101.2012.02559.x
27,15,Apis mellifera,Hymenoptera,female,non-genital,ovary ,size,nursery colony,plasticity,Linksvayer; Timothy A. and Rueppell; Olav and Siegel; Adam and Kaftanoglu; Osman and Page; Jr.; Robert E. and Amdam; Gro V.,The Genetic Basis of Transgressive Ovary Size in Honeybee Workers,2009,GENETICS,10.1534/genetics.109.105452
27,16,Apis mellifera,Hymenoptera,female,non-genital,ovary ,size,diet,plasticity,Linksvayer; Timothy A. and Rueppell; Olav and Siegel; Adam and Kaftanoglu; Osman and Page; Jr.; Robert E. and Amdam; Gro V.,The Genetic Basis of Transgressive Ovary Size in Honeybee Workers,2009,GENETICS,10.1534/genetics.109.105452
31,17,Onthophagus nigriventris,Coleoptera,male,genital,paramere,size,diet,robustness,Snell-Rood; Emilie C. and Moczek; Armin P.,Insulin Signaling as a Mechanism Underlying Developmental Plasticity: The Role of <i>FOXO</i> in a Nutritional Polyphenism,2012,PLOS ONE,10.1371/journal.pone.0034857
33,18,Apis mellifera,Hymenoptera,male,non-genital,seminal vesicle,size,caste,plasticity,Liu; Yi Bo and Yi; Yao and Abdelmawla; Amal and Zheng; Yun Lin and Zeng; Zhi Jiang and He; Xu Jiang,Female developmental environment delays development of male honeybee (<i>Apis mellifera</i>),2021,BMC GENOMICS,10.1186/s12864-021-08014-1
33,19,Apis mellifera,Hymenoptera,male,non-genital,testicle,size,caste,plasticity,Liu; Yi Bo and Yi; Yao and Abdelmawla; Amal and Zheng; Yun Lin and Zeng; Zhi Jiang and He; Xu Jiang,Female developmental environment delays development of male honeybee (<i>Apis mellifera</i>),2021,BMC GENOMICS,10.1186/s12864-021-08014-1
35,20,Aphis gossypii,Hemiptera,female,non-genital,ovary ,size,photoperiod ,plasticity,Ji Jichao and Huangfu Ningbo and Luo Junyu and Gao Xueke and Niu Lin and Zhang Shuai and Cui Jinjie,Insights into wing dimorphism in worldwide agricultural pest and host-alternating aphid <i>Aphis gossypii</i>,2021,JOURNAL OF COTTON RESEARCH,10.1186/s42397-021-00080-w
35,21,Aphis gossypii,Hemiptera,female,non-genital,ovary ,size,temperature,plasticity,Ji Jichao and Huangfu Ningbo and Luo Junyu and Gao Xueke and Niu Lin and Zhang Shuai and Cui Jinjie,Insights into wing dimorphism in worldwide agricultural pest and host-alternating aphid <i>Aphis gossypii</i>,2021,JOURNAL OF COTTON RESEARCH,10.1186/s42397-021-00080-w
38,22,Polistes dominula,Hymenoptera,male,non-genital,testicle,size,host identity,robustness,Beani; L. and Marchini; D. and Cappa; F. and Petrocelli; I. and Gottardo; M. and Manfredini; F. and Giusti; F. and Dallai; R.,"Subtle effect of <i>Xenos vesparum</i> (Xenidae, Strepsiptera) on the reproductive apparatus of its male host: Parasite or parasitoid?",2017,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2017.06.010
38,23,Polistes dominula,Hymenoptera,male,non-genital,accessory gland,size,host identity,robustness,Beani; L. and Marchini; D. and Cappa; F. and Petrocelli; I. and Gottardo; M. and Manfredini; F. and Giusti; F. and Dallai; R.,"Subtle effect of <i>Xenos vesparum</i> (Xenidae, Strepsiptera) on the reproductive apparatus of its male host: Parasite or parasitoid?",2017,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2017.06.010
38,24,Polistes dominula,Hymenoptera,male,non-genital,seminal vesicle,size,host identity,robustness,Beani; L. and Marchini; D. and Cappa; F. and Petrocelli; I. and Gottardo; M. and Manfredini; F. and Giusti; F. and Dallai; R.,"Subtle effect of <i>Xenos vesparum</i> (Xenidae, Strepsiptera) on the reproductive apparatus of its male host: Parasite or parasitoid?",2017,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2017.06.010
40,25,Teleogryllus oceanicus,Orthoptera,male,non-genital,testicle,mass,diet,plasticity,Simmons; Leigh W. and Ng; Soon Hwee and Lovegrove; Maxine,Condition-dependent seminal fluid gene expression and intergenerational paternal effects on ejaculate quality,2022,FUNCTIONAL ECOLOGY,10.1111/1365-2435.13987
40,26,Teleogryllus oceanicus,Orthoptera,male,non-genital,accessory gland,mass,diet,plasticity,Simmons; Leigh W. and Ng; Soon Hwee and Lovegrove; Maxine,Condition-dependent seminal fluid gene expression and intergenerational paternal effects on ejaculate quality,2022,FUNCTIONAL ECOLOGY,10.1111/1365-2435.13987
42,27,Drosophila melanogaster,Diptera,female,non-genital,ovary ,size,diet,plasticity,Bath; Eleanor and Rostant; Wayne and Ostridge; Harrison J. and Smith; Sophie and Mason; Janet S. and Rafaluk-Mohr; Timm and Mank; Judith E. and Chapman; Tracey and Perry; Jennifer C.,Sexual selection and the evolution of condition-dependence: an experimental test at two resource levels,2023,EVOLUTION,10.1093/evolut/qpac066
43,28,Tribolium castaneum,Coleoptera,male,non-genital,accessory gland,size,diet,plasticity,Fedina; Tatyana Yu and Lewis; Sara M.,Proximal traits and mechanisms for biasing paternity in the red flour beetle <i>Tribolium castaneum</i> (Coleoptera: Tenebrionidae),2006,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,10.1007/s00265-006-0228-7
44,29,Onthophagustaurus,Coleoptera,male,non-genital,testicle,mass,diet,plasticity,Knell; Robert J. and Simmons; Leigh W.,Mating tactics determine patterns of condition dependence in a dimorphic horned beetle,2010,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2010.0257
45,30,Telostylinus angusticollis,Diptera,male,non-genital,accessory gland,size,diet,plasticity,Macartney; Erin L. and Nicovich; Philip R. and Bonduriansky; Russell and Crean; Angela J.,Developmental diet irreversibly shapes male post-copulatory traits in the neriid fly <i>Telostylinus angusticollis</i>,2018,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.13384
45,31,Telostylinus angusticollis,Diptera,male,non-genital,testicle,size,diet,plasticity,Macartney; Erin L. and Nicovich; Philip R. and Bonduriansky; Russell and Crean; Angela J.,Developmental diet irreversibly shapes male post-copulatory traits in the neriid fly <i>Telostylinus angusticollis</i>,2018,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.13384
51,32,Tribolium castaneum,Coleoptera,male,non-genital,accessory gland,size,diet,plasticity,Xu; Jingjing and Anciro; Ashlee L. and Palli; Subba Reddy,Nutrition regulation of male accessory gland growth and maturation in <i>Tribolium</i> <i>castaneum</i>,2015,SCIENTIFIC REPORTS,10.1038/srep10567
52,33,Trypoxylus dichotomus,Coleoptera,male,genital,aedeagus ,size,diet,robustness,Johns; A. and Gotoh; H. and McCullough; E. L. and Emlen; D. J. and Lavine; L. C.,"Heightened Condition-Dependent Growth of Sexually Selected Weaponsin the Rhinoceros Beetle, <i>Trypoxylus dichotomus</i> (Coleoptera: Scarabaeidae)",2014,INTEGRATIVE AND COMPARATIVE BIOLOGY,10.1093/icb/icu041
54,34,Trypoxylus dichotomus,Coleoptera,male,genital,developing genitalia,-,diet,robustness,Zinna; Robert and Emlen; Douglas and Lavine; Laura C. and Johns; Annika and Gotoh; Hiroki and Niimi; Teruyuki and Dworkin; Ian,Sexual dimorphism and heightened conditional expression in a sexually selected weapon in the Asian rhinoceros beetle,2018,MOLECULAR ECOLOGY,10.1111/mec.14907
55,35,Callosobruchus maculatus,Coleoptera,female,genital,bursa copulatrix,size,diet,plasticity,Cayetano; L. and Bonduriansky; R.,Condition dependence of male and female genital structures in the seed beetle <i>Callosobruchus maculatus</i> (Coleoptera: Bruchidae),2015,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.12659
55,36,Callosobruchus maculatus,Coleoptera,female,genital,copulatory tract,size,diet,robustness,Cayetano; L. and Bonduriansky; R.,Condition dependence of male and female genital structures in the seed beetle <i>Callosobruchus maculatus</i> (Coleoptera: Bruchidae),2015,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.12659
55,37,Callosobruchus maculatus,Coleoptera,male,genital,aedeagus ,size,diet,robustness,Cayetano; L. and Bonduriansky; R.,Condition dependence of male and female genital structures in the seed beetle <i>Callosobruchus maculatus</i> (Coleoptera: Bruchidae),2015,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.12659
55,38,Callosobruchus maculatus,Coleoptera,male,genital,paramere,size,diet,robustness,Cayetano; L. and Bonduriansky; R.,Condition dependence of male and female genital structures in the seed beetle <i>Callosobruchus maculatus</i> (Coleoptera: Bruchidae),2015,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.12659
60,39,Enchenopa binotata ,Hemiptera,male,genital,aedeagus ,size,host identity,robustness,Rodriguez; Rafael L. and Al-Wathiqui; Nooria,Genotype x environment interaction is weaker in genitalia than in mating signals and body traits in Enchenopa treehoppers (Hemiptera: Membracidae),2011,GENETICA,10.1007/s10709-011-9591-z
63,40,Bactrocera tryoni ,Diptera,male,non-genital,testicle,size,diet,plasticity,Perez-Staples; Diana and Weldon; Christopher W. and Taylor; Phillip W.,Sex differences in developmental response to yeast hydrolysate supplements in adult Queensland fruit fly,2011,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,10.1111/j.1570-7458.2011.01173.x
63,41,Bactrocera tryoni ,Diptera,male,non-genital,accessory gland,size,diet,plasticity,Perez-Staples; Diana and Weldon; Christopher W. and Taylor; Phillip W.,Sex differences in developmental response to yeast hydrolysate supplements in adult Queensland fruit fly,2011,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,10.1111/j.1570-7458.2011.01173.x
63,42,Bactrocera tryoni ,Diptera,male,genital,ejaculatory duct,size,diet,plasticity,Perez-Staples; Diana and Weldon; Christopher W. and Taylor; Phillip W.,Sex differences in developmental response to yeast hydrolysate supplements in adult Queensland fruit fly,2011,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,10.1111/j.1570-7458.2011.01173.x
63,43,Bactrocera tryoni ,Diptera,female,non-genital,ovary ,size,diet,plasticity,Perez-Staples; Diana and Weldon; Christopher W. and Taylor; Phillip W.,Sex differences in developmental response to yeast hydrolysate supplements in adult Queensland fruit fly,2011,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,10.1111/j.1570-7458.2011.01173.x
69,44,Gnatocerus cornutus,Coleoptera,male,genital,aedeagus ,size,diet,robustness,House; Clarissa M. and Jensen; Kim and Rapkin; James and Lane; Sarah and Okada; Kensuke and Hosken; David J. and Hunt; John,Macronutrient balance mediates the growth of sexually selected weapons but not genitalia in male broad-horned beetles,2016,FUNCTIONAL ECOLOGY,10.1111/1365-2435.12567
73,45,Onthophagus taurus,Coleoptera,male,genital,endophallus,size,diet,robustness,House; C. M. and Simmons; L. W.,No evidence for condition-dependent expression of male genitalia in the dung beetle <i>Onthophagus taurus</i>,2007,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/j.1420-9101.2007.01346.x
74,46,Scathophaga stercoraria,Diptera,female,genital,spermatheca,number ,temperature,plasticity,Berger; David and Bauerfeind; Stephanie Sandra and Blanckenhorn; Wolf Ulrich and Schaefer; Martin Andreas,High temperatures reveal cryptic genetic variation in a polymorphic female sperm storage organ,2011,EVOLUTION,10.1111/j.1558-5646.2011.01392.x
79,47,Graphoderus liberus,Coleoptera,male,genital,aedeagus ,size,diet,robustness,Schulte-Hostedde; Albrecht and Alarie; Yves,Morphological patterns of sexual selection in the diving beetle <i>Graphoderus liberus</i>,2006,EVOLUTIONARY ECOLOGY RESEARCH,NA
93,48,Teleogryllus oceanicus,Orthoptera,male,non-genital,accessory gland,mass,social environment,plasticity,Sloan; Nadia S. and Lovegrove; Maxine and Simmons; Leigh W.,Social manipulation of sperm competition intensity reduces seminal fluid gene expression,2018,BIOLOGY LETTERS,10.1098/rsbl.2017.0659
97,49,Drosophila melanogaster,Diptera,female,non-genital,ovary ,size,temperature,plasticity,Sarikaya; Didem Pelin and Belay; Abel A. and Ahuja; Abha and Dorta; Aisha and Green; II; Delbert Andre and Extavour; Cassandra G.,The roles of cell size and cell number in determining ovariole number in <i>Drosophila</i>,2012,DEVELOPMENTAL BIOLOGY,10.1016/j.ydbio.2011.12.017
97,50,Drosophila melanogaster,Diptera,female,non-genital,ovary ,size,diet,plasticity,Sarikaya; Didem Pelin and Belay; Abel A. and Ahuja; Abha and Dorta; Aisha and Green; II; Delbert Andre and Extavour; Cassandra G.,The roles of cell size and cell number in determining ovariole number in <i>Drosophila</i>,2012,DEVELOPMENTAL BIOLOGY,10.1016/j.ydbio.2011.12.017
98,51,Circellium bacchus,Coleoptera,male,non-genital,testicle,size,diet,plasticity,Reynolds; Chevonne and Byrne; Marcus J.,"Alternate Reproductive Tactics in an African Dung Beetle, <i>Circellium bacchus</i> (Scarabeidae)",2013,JOURNAL OF INSECT BEHAVIOR,10.1007/s10905-012-9365-1
102,52,Zootermopsis angusticollis,Blattodea,female,non-genital,ovary ,developmental rate,social environment,plasticity,Brent; Colin S. and Schal; Coby and Vargo; Edward L.,Endocrine effects of social stimuli on maturing queens of the dampwood termite <i>Zootermopsis angusticollis</i>,2007,PHYSIOLOGICAL ENTOMOLOGY,10.1111/j.1365-3032.2006.00536.x
106,53,Teleogryllus oceanicus,Orthoptera,male,non-genital,testicle,mass,noise,robustness,Bowen; Anne E. and Gurule-Small; Gabrielle A. and Tinghitella; Robin M.,Anthropogenic noise reduces male reproductive investment in an acoustically signaling insect,2020,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,10.1007/s00265-020-02868-3
107,54,Leptoscelis tricolor,Hemiptera,male,non-genital,testicle,mass,host identity,plasticity,Somjee; Ummat and Allen; Pablo E. and Miller; Christine W.,"Different environments lead to a reversal in the expression of weapons and testes in the heliconia bug, <i>Leptoscelis tricolor</i> (Hemiptera: Coreidae)",2015,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1111/bij.12544
107,55,Leptoscelis tricolor,Hemiptera,male,non-genital,testicle,mass,trade-off with other traits,plasticity,Somjee; Ummat and Allen; Pablo E. and Miller; Christine W.,"Different environments lead to a reversal in the expression of weapons and testes in the heliconia bug, <i>Leptoscelis tricolor</i> (Hemiptera: Coreidae)",2015,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1111/bij.12544
110,56,Teia anartoides,Lepidoptera,male,non-genital,testicle,size,trade-off with other traits,robustness,Shiel; Brett P. and Sherman; Craig D. H. and Elgar; Mark A. and Johnson; Tamara L. and Symonds; Matthew R. E.,"Investment in sensory structures, testis size, and wing coloration in males of a diurnal moth species: trade-offs or correlated growth?",2015,ECOLOGY AND EVOLUTION,10.1002/ece3.1459
126,57,Polistes dominulus,Hymenoptera,female,non-genital,ovary ,developmental rate,diet,plasticity,Tibbetts; Elizabeth A. and Levy; Stephanie and Donajkowski; Kellie,Reproductive plasticity in <i>Polistes</i> paper wasp workers and the evolutionary origins of sociality,2011,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2011.04.016
128,58,Narnia femorata,Hemiptera,male,non-genital,testicle,mass,trade-off with other traits,plasticity,Greenway; E. V(Ginny) and Angelis; Emily and Miller; Christine W.,How does the timing of weapon loss influence reproductive traits and trade-offs in the insect Narnia femorata?,2023,EVOLUTION,10.1093/evolut/qpad046
135,59,Scathophaga stercoraria,Diptera,female,genital,spermatheca,number ,temperature,plasticity,Walters; Richard J. and Berger; David and Blanckenhorn; Wolf U. and Bussiere; Luc F. and Rohner; Patrick T. and Jochmann; Ralf and Thueler; Karin and Schaefer; Martin A.,Growth rate mediates hidden developmental plasticity of female yellow dung fly reproductive morphology in response to environmental stressors,2022,EVOLUTION \& DEVELOPMENT,10.1111/ede.12396
135,60,Scathophaga stercoraria,Diptera,female,genital,spermatheca,number ,diet,plasticity,Walters; Richard J. and Berger; David and Blanckenhorn; Wolf U. and Bussiere; Luc F. and Rohner; Patrick T. and Jochmann; Ralf and Thueler; Karin and Schaefer; Martin A.,Growth rate mediates hidden developmental plasticity of female yellow dung fly reproductive morphology in response to environmental stressors,2022,EVOLUTION \& DEVELOPMENT,10.1111/ede.12396
135,61,Scathophaga stercoraria,Diptera,female,genital,spermatheca,number ,pesticide,plasticity,Walters; Richard J. and Berger; David and Blanckenhorn; Wolf U. and Bussiere; Luc F. and Rohner; Patrick T. and Jochmann; Ralf and Thueler; Karin and Schaefer; Martin A.,Growth rate mediates hidden developmental plasticity of female yellow dung fly reproductive morphology in response to environmental stressors,2022,EVOLUTION \& DEVELOPMENT,10.1111/ede.12396
139,62,Lethrus apterus,Coleoptera,male,non-genital,testicle,size,seasonality,plasticity,Kiss; Johanna and Radai; Zoltan and Rosa; Marta Erzsebet and Kosztolanyi; Andras and Barta; Zoltan,Seasonal changes in immune response and reproductive investment in a biparental beetle,2020,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2019.104000
146,63,Culex pipiens,Diptera,female,non-genital,ovary ,developmental rate,seasonality,plasticity,Kim; M. and Sim; C. and Denlinger; D. L.,RNA interference directed against ribosomal protein S3a suggests a link between this gene and arrested ovarian development during adult diapause in <i>Culex pipiens</i>,2010,INSECT MOLECULAR BIOLOGY,10.1111/j.1365-2583.2009.00926.x
148,64,Ropalidia marginata,Hymenoptera,female,non-genital,ovary ,developmental rate,diet,plasticity,Shukla; Shantanu and Chandran; Swarnalatha and Gadagkar; Raghavendra,Ovarian developmental variation in the primitively eusocial wasp <i>Ropalidia marginata</i> suggests a gateway to worker ontogeny and the evolution of sociality,2013,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.073148
151,65,Trichogramma euproctidis,Hymenoptera,female,genital,spermatheca,size,host identity,plasticity,Martel; Veronique and Darrouzet; Eric and Boiyin; Guy,Phenotypic plasticity in the reproductive traits of a parasitoid,2011,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2011.01.018
151,66,Trichogramma euproctidis,Hymenoptera,male,non-genital,seminal vesicle,size,host identity,plasticity,Martel; Veronique and Darrouzet; Eric and Boiyin; Guy,Phenotypic plasticity in the reproductive traits of a parasitoid,2011,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2011.01.018
152,67,Drosophila suzukii,Diptera,female,non-genital,ovary ,size,temperature,plasticity,Green; C. Kirk and Moore; Patricia J. and Sial; Ashfaq A.,Impact of heat stress on development and fertility of <i>Drosophila suzukii</i> Matsumura (Diptera: Drosophilidae),2019,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2019.02.008
159,68,Scathophaga stercoraria,Diptera,female,non-genital,ovary ,size,temperature,plasticity,Blanckenhorn; WU and Henseler; C,Temperature-dependent ovariole and testis maturation in the yellow dung fly,2005,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,10.1111/j.1570-7458.2005.00316.x
159,69,Scathophaga stercoraria,Diptera,male,non-genital,testicle,size,temperature,plasticity,Blanckenhorn; WU and Henseler; C,Temperature-dependent ovariole and testis maturation in the yellow dung fly,2005,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,10.1111/j.1570-7458.2005.00316.x
162,70,Scatophaga stercoraria,Diptera,male,non-genital,testicle,size,social environment,plasticity,Stockley; P and Seal; NJ,Plasticity in reproductive effort of male dung flies (<i>Scatophaga stercoraria</i>) as a response to larval density,2001,FUNCTIONAL ECOLOGY,10.1046/j.1365-2435.2001.00496.x
166,71,Cyrtodiopsis dalmanni,Diptera,male,non-genital,testicle,size,trade-off with other traits,plasticity,Fry; CL,Juvenile hormone mediates a trade-off between primary and secondary sexual traits in stalk-eyed flies,2006,EVOLUTION \& DEVELOPMENT,10.1111/j.1525-142X.2006.00089.x
167,72,Myrmecina nipponica,Hymenoptera,female,non-genital,ovary ,size,temperature,plasticity,Miyazaki; Satoshi and Murakami; Takahiro and Kubo; Takuya and Azuma; Noriko and Higashi; Seigo and Miura; Toru,Ergatoid queen development in the ant <i>Myrmecina nipponica</i>: modular and heterochronic regulation of caste differentiation,2010,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2010.0142
169,73,Uraba lugens,Lepidoptera,male,non-genital,testicle,size,social environment,plasticity,Johnson; Tamara L. and Symonds; Matthew R. E. and Elgar; Mark A.,"Anticipatory flexibility: larval population density in moths determines male investment in antennae, wings and testes",2017,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.2017.2087
170,74,Narnia femorata,Hemiptera,male,non-genital,testicle,mass,social environment,plasticity,Greenway; E. V. (Ginny) and Cirino; Lauren A. and Wilner; Daniela and Somjee; Ummat and Anagnostou; Maria-Eleni and Hepple; Russell T. and Miller; Christine W.,Extreme variation in testes size in an insect is linked to recent mating activity,2020,JOURNAL OF EVOLUTIONARY BIOLOGY,10.1111/jeb.13574
171,75,Bombus terrestris,Hymenoptera,female,non-genital,ovary ,developmental rate,caste,plasticity,Yagound; Boris and Blacher; Pierre and Chameron; Stephane and Chaline; Nicolas,Social Context and Reproductive Potential Affect Worker Reproductive Decisions in a Eusocial Insect,2012,PLOS ONE,10.1371/journal.pone.0052217
176,76,Megalopta genalis,Hymenoptera,female,non-genital,ovary ,size,geography,plasticity,Tierney; S. M. and Fischer; C. N. and Rehan; S. M. and Kapheim; K. M. and Wcislo; W. T.,"Frequency of social nesting in the sweat bee <i>Megalopta</i> <i>genalis</i> (Halictidae) does not vary across a rainfall gradient, despite disparity in brood production and body size",2013,INSECTES SOCIAUX,10.1007/s00040-012-0280-4
177,77,Tetragonula carbonaria,Hymenoptera,female,non-genital,ovary ,size,caste,robustness,Bueno; Francisco Garcia Bulle and Gloag; Rosalyn and Latty; Tanya and Ronai; Isobel,Irreversible sterility of workers and high-volume egg production by queens in the stingless bee <i>Tetragonula carbonaria</i>,2020,JOURNAL OF EXPERIMENTAL BIOLOGY,10.1242/jeb.230599
179,78,Plodia interpunctella,Lepidoptera,male,non-genital,testicle,size,social environment,plasticity,Gage; MJG,Continuous variation in reproductive strategy as an adaptive response to population-density in the moth plodia-interpunctella,1995,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,10.1098/rspb.1995.0112
184,79,Temnothorax longispinosus,Hymenoptera,female,non-genital,ovary ,size,caste ,plasticity,Feldmeyer; B. and Elsner; D. and Foitzik; S.,Gene expression patterns associated with caste and reproductive status in ants: worker-specific genes are more derived than queen-specific ones,2014,MOLECULAR ECOLOGY,10.1111/mec.12490
186,80,Apis mellifera,Hymenoptera,female,non-genital,ovary ,developmental rate,caste ,plasticity,Naeger; Nicholas L. and Peso; Marianne and Even; Naila and Barron; Andrew B. and Robinson; Gene E.,Altruistic Behavior by Egg-Laying Worker Honeybees,2013,CURRENT BIOLOGY,10.1016/j.cub.2013.06.045
188,81,Pararge aegeria,Lepidoptera,female,non-genital,ovary ,size,temperature,plasticity,Gibbs; Melanie and Van Dyck; Hans and Karlsson; Bengt,"Reproductive plasticity, ovarian dynamics and maternal effects in response to temperature and flight in <i>Pararge aegeria</i>",2010,JOURNAL OF INSECT PHYSIOLOGY,10.1016/j.jinsphys.2010.04.009
